County,Year,Indicator,Value,Regional Economic Blocs,Event
Vihiga,2023,Yield (MT/HA),1.714428191,Lake Region Economic Bloc (LREB),Drought Year
Wajir,2023,Area (Ha),450,Frontier Counties Development Council (FCDC),Drought Year
Wajir,2023,Production (MT),726.3,Frontier Counties Development Council (FCDC),Drought Year
Wajir,2023,Yield (MT/HA),1.614,Frontier Counties Development Council (FCDC),Drought Year
West Pokot,2023,Area (Ha),50950,North Rift Economic Bloc (NOREB),Drought Year
West Pokot,2023,Production (MT),103173.75,North Rift Economic Bloc (NOREB),Drought Year
West Pokot,2023,Yield (MT/HA),2.025,North Rift Economic Bloc (NOREB),Drought Year
West Pokot,2019,Ha,36720,North Rift Economic Bloc (NOREB),Drought Year
West Pokot,2019,Tons/ha,2.26,North Rift Economic Bloc (NOREB),Drought Year
West Pokot,2019,Tonnes,82848.5,North Rift Economic Bloc (NOREB),Drought Year
Wajir,2019,Tonnes,225,Frontier Counties Development Council (FCDC),Drought Year
Wajir,2019,Ha,306,Frontier Counties Development Council (FCDC),Drought Year
Wajir,2019,Tons/ha,0.74,Frontier Counties Development Council (FCDC),Drought Year
Vihiga,2019,Tons/ha,1.34,Lake Region Economic Bloc (LREB),Drought Year
Vihiga,2019,Tonnes,38207.8,Lake Region Economic Bloc (LREB),Drought Year
Vihiga,2019,Ha,28560,Lake Region Economic Bloc (LREB),Drought Year
Uasin Gishu,2019,Tons/ha,3.24,North Rift Economic Bloc (NOREB),Drought Year
Uasin Gishu,2019,Ha,100081,North Rift Economic Bloc (NOREB),Drought Year
Turkana,2019,Tons/ha,0.64,North Rift Economic Bloc (NOREB),Drought Year
Turkana,2019,Ha,8931,North Rift Economic Bloc (NOREB),Drought Year
Turkana,2019,Tonnes,5689.48,North Rift Economic Bloc (NOREB),Drought Year
Trans-Nzoia,2019,Ha,106549,North Rift Economic Bloc (NOREB),Drought Year
Trans-Nzoia,2019,Tons/ha,4,North Rift Economic Bloc (NOREB),Drought Year
Tharaka-Nithi,2019,Ha,24436,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Tharaka-Nithi,2019,Tons/ha,0.49,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Tharaka-Nithi,2019,Tonnes,11942.69,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Tana River,2019,Tonnes,4471.05,Jumuia ya Kaunti za Pwani,Drought Year
Tana River,2019,Ha,5311,Jumuia ya Kaunti za Pwani,Drought Year
Tana River,2019,Tons/ha,0.84,Jumuia ya Kaunti za Pwani,Drought Year
Taita Taveta,2019,Ha,17069,Jumuia ya Kaunti za Pwani,Drought Year
Taita Taveta,2019,Tons/ha,0.98,Jumuia ya Kaunti za Pwani,Drought Year
Taita Taveta,2019,Tonnes,16698.43,Jumuia ya Kaunti za Pwani,Drought Year
Siaya,2019,Ha,64387,Lake Region Economic Bloc (LREB),Drought Year
Siaya,2019,Tonnes,75732.95,Lake Region Economic Bloc (LREB),Drought Year
Siaya,2019,Tons/ha,1.18,Lake Region Economic Bloc (LREB),Drought Year
Samburu,2019,Ha,8580,North Rift Economic Bloc (NOREB),Drought Year
Samburu,2019,Tonnes,1839.2,North Rift Economic Bloc (NOREB),Drought Year
Samburu,2019,Tons/ha,0.21,North Rift Economic Bloc (NOREB),Drought Year
Nyeri,2019,Ha,28874,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nyeri,2019,Tonnes,29738.4,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nyeri,2019,Tons/ha,1.03,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nyandarua,2019,Ha,13800,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nyandarua,2019,Tonnes,27795,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nyandarua,2019,Tons/ha,2.01,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nyamira,2019,Ha,46870,Lake Region Economic Bloc (LREB),Drought Year
Nyamira,2019,Tonnes,80693,Lake Region Economic Bloc (LREB),Drought Year
Nyamira,2019,Tons/ha,1.72,Lake Region Economic Bloc (LREB),Drought Year
Narok,2019,Tonnes,210004.7,Narok-Kajiado Economic Bloc (NAKAEB) ,Drought Year
Narok,2019,Ha,111559,Narok-Kajiado Economic Bloc (NAKAEB) ,Drought Year
Narok,2019,Tons/ha,1.88,Narok-Kajiado Economic Bloc (NAKAEB) ,Drought Year
Nandi,2019,Tonnes,184127.08,North Rift Economic Bloc (NOREB),Drought Year
Nandi,2019,Ha,66627,North Rift Economic Bloc (NOREB),Drought Year
Nandi,2019,Tons/ha,2.76,North Rift Economic Bloc (NOREB),Drought Year
Nakuru,2019,Tonnes,214783.5,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nakuru,2019,Tons/ha,2.8,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nakuru,2019,Ha,76705.5,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nairobi,2019,Tonnes,1086.73,,Drought Year
Nairobi,2019,Tons/ha,1.5,,Drought Year
Nairobi,2019,Ha,724.5,,Drought Year
Murang'a,2019,Tonnes,74087.33,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Murang'a,2019,Tons/ha,1.08,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Murang'a,2019,Ha,68328.6,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Mombasa,2019,Ha,481,Jumuia ya Kaunti za Pwani,Drought Year
Mombasa,2019,Tons/ha,0.54,Jumuia ya Kaunti za Pwani,Drought Year
Mombasa,2019,Tonnes,259.22,Jumuia ya Kaunti za Pwani,Drought Year
Migori,2019,Ha,80745.26,Lake Region Economic Bloc (LREB),Drought Year
Migori,2019,Tons/ha,1.29,Lake Region Economic Bloc (LREB),Drought Year
Migori,2019,Tonnes,103964.78,Lake Region Economic Bloc (LREB),Drought Year
Meru,2019,Ha,74577,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Meru,2019,Tons/ha,1.29,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Meru,2019,Tonnes,96249,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Marsabit,2019,Ha,998,Frontier Counties Development Council (FCDC),Drought Year
Marsabit,2019,Tons/ha,0.4,Frontier Counties Development Council (FCDC),Drought Year
Marsabit,2019,Tonnes,402,Frontier Counties Development Council (FCDC),Drought Year
Mandera,2019,Ha,3071,Frontier Counties Development Council (FCDC),Drought Year
Mandera,2019,Tonnes,964.29,Frontier Counties Development Council (FCDC),Drought Year
Mandera,2019,Tons/ha,0.31,Frontier Counties Development Council (FCDC),Drought Year
Makueni,2019,Ha,139024,South-Eastern Kenya Economic Bloc,Drought Year
Makueni,2019,Tonnes,109433.8,South-Eastern Kenya Economic Bloc,Drought Year
Makueni,2019,Tons/ha,0.79,South-Eastern Kenya Economic Bloc,Drought Year
Machakos,2019,Ha,214208,South-Eastern Kenya Economic Bloc,Drought Year
Machakos,2019,Tonnes,92034.23,South-Eastern Kenya Economic Bloc,Drought Year
Machakos,2019,Tons/ha,0.43,South-Eastern Kenya Economic Bloc,Drought Year
Lamu,2019,Tonnes,53232,Jumuia ya Kaunti za Pwani,Drought Year
Lamu,2019,Ha,29350,Jumuia ya Kaunti za Pwani,Drought Year
Lamu,2019,Tons/ha,1.81,Jumuia ya Kaunti za Pwani,Drought Year
Laikipia,2019,Ha,25260,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Laikipia,2019,Tonnes,44843,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Laikipia,2019,Tons/ha,1.78,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kwale,2019,Ha,65500,Jumuia ya Kaunti za Pwani,Drought Year
Kwale,2019,Tonnes,35485.35,Jumuia ya Kaunti za Pwani,Drought Year
Kwale,2019,Tons/ha,0.54,Jumuia ya Kaunti za Pwani,Drought Year
Kitui,2019,Ha,76901,South-Eastern Kenya Economic Bloc,Drought Year
Kitui,2019,Tonnes,98045.7,South-Eastern Kenya Economic Bloc,Drought Year
Kitui,2019,Tons/ha,1.27,South-Eastern Kenya Economic Bloc,Drought Year
Kisumu,2019,Tonnes,69956.4,Lake Region Economic Bloc (LREB),Drought Year
Kisumu,2019,Ha,50228,Lake Region Economic Bloc (LREB),Drought Year
Kisumu,2019,Tons/ha,1.39,Lake Region Economic Bloc (LREB),Drought Year
Kisii,2019,Ha,66625,Lake Region Economic Bloc (LREB),Drought Year
Kisii,2019,Tonnes,144479.84,Lake Region Economic Bloc (LREB),Drought Year
Kisii,2019,Tons/ha,2.17,Lake Region Economic Bloc (LREB),Drought Year
Kirinyaga,2019,Tons/ha,1.48,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kirinyaga,2019,Ha,30406,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kirinyaga,2019,Tonnes,45035.97,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kilifi,2019,Ha,72499,Jumuia ya Kaunti za Pwani,Drought Year
Kilifi,2019,Tons/ha,0.63,Jumuia ya Kaunti za Pwani,Drought Year
Kilifi,2019,Tonnes,45769.29,Jumuia ya Kaunti za Pwani,Drought Year
Kiambu,2019,Ha,31447.2,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kiambu,2019,Tons/ha,2.65,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kiambu,2019,Tonnes,83239.2,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kericho,2019,Ha,32050,Lake Region Economic Bloc (LREB),Drought Year
Kericho,2019,Tons/ha,2.68,Lake Region Economic Bloc (LREB),Drought Year
Kericho,2019,Tonnes,85815,Lake Region Economic Bloc (LREB),Drought Year
Kakamega,2019,Ha,95389.5,Lake Region Economic Bloc (LREB),Drought Year
Kakamega,2019,Tons/ha,2.72,Lake Region Economic Bloc (LREB),Drought Year
Kakamega,2019,Tonnes,259002.99,Lake Region Economic Bloc (LREB),Drought Year
Kajiado,2019,Ha,17511,Narok-Kajiado Economic Bloc (NAKAEB) ,Drought Year
Kajiado,2019,Tonnes,16188.95,Narok-Kajiado Economic Bloc (NAKAEB) ,Drought Year
Kajiado,2019,Tons/ha,0.92,Narok-Kajiado Economic Bloc (NAKAEB) ,Drought Year
Isiolo,2019,Ha,530,Frontier Counties Development Council (FCDC),Drought Year
Isiolo,2019,Tonnes,749,Frontier Counties Development Council (FCDC),Drought Year
Isiolo,2019,Tons/ha,1.41,Frontier Counties Development Council (FCDC),Drought Year
Homabay,2019,Ha,72793,Lake Region Economic Bloc (LREB),Drought Year
Homabay,2019,Tonnes,102742,Lake Region Economic Bloc (LREB),Drought Year
Homabay,2019,Tons/ha,1.41,Lake Region Economic Bloc (LREB),Drought Year
Garrisa,2019,Tons/ha,0.73,Frontier Counties Development Council (FCDC),Drought Year
Garrisa,2019,Ha,150,Frontier Counties Development Council (FCDC),Drought Year
Garrisa,2019,Tonnes,109.1,Frontier Counties Development Council (FCDC),Drought Year
Embu,2019,Ha,34100,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Embu,2019,Tons/ha,0.83,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Embu,2019,Tonnes,28367.6,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Elgeyo Marakwet,2019,Ha,31779,North Rift Economic Bloc (NOREB),Drought Year
Elgeyo Marakwet,2019,Tonnes,104486.9,North Rift Economic Bloc (NOREB),Drought Year
Elgeyo Marakwet,2019,Tons/ha,3.29,North Rift Economic Bloc (NOREB),Drought Year
Busia,2019,Ha,61850,Lake Region Economic Bloc (LREB),Drought Year
Busia,2019,Tonnes,67445,Lake Region Economic Bloc (LREB),Drought Year
Busia,2019,Tons/ha,1.09,Lake Region Economic Bloc (LREB),Drought Year
Bungoma,2019,Ha,94635,Lake Region Economic Bloc (LREB),Drought Year
Bungoma,2019,Tons/ha,3.34,Lake Region Economic Bloc (LREB),Drought Year
Bomet,2019,Ha,34476,Lake Region Economic Bloc (LREB),Drought Year
Bomet,2019,Tonnes,74728,Lake Region Economic Bloc (LREB),Drought Year
Bomet,2019,Tons/ha,2.17,Lake Region Economic Bloc (LREB),Drought Year
Baringo,2019,Ha,45171,North Rift Economic Bloc (NOREB),Drought Year
Baringo,2019,Tonnes,70810.3,North Rift Economic Bloc (NOREB),Drought Year
Baringo,2019,Tons/ha,1.57,North Rift Economic Bloc (NOREB),Drought Year
